gene_symbol, H3k27me3, H3k36me3, expression, MAE(T/F), tissue, organism
fam81a, , , 0.315, 1, HSMM, human
fam81a, , , 0.371, 1, HUVEC, human
fam81a, , , 0.419, 1, HMEC, human
fam81a, , , 0.384, 0, HCC1954, human
fam81a, , , 0.696, 1, PBMC, human
fam81a, , , , NA, B_Cell, human
znf451, , , 0.691, 0, GM12878, human
znf451, , , 0.716, 0, K562, human
znf451, , , 0.723, 0, H1ESC, human
znf451, , , 0.635, 0, HSMM, human
znf451, , , 0.664, 0, HUVEC, human
znf451, , , 0.665, 0, HMEC, human
znf451, , , 0.712, 0, HCC1954, human
znf451, , , 0.691, 0, PBMC, human
znf451, , , , NA, B_Cell, human
cd34, 0.556, 0.353, 0.491, 1, Fibroblast, mouse
cd34, 0.831, 0.087, 0.433, 1, Bcellcd43n, mouse
cd34, 0.594, 0.970, 0.936, 0, Heart, mouse
cd34, 0.916, 0.769, 0.731, 0, Kidney, mouse
cd34, 0.884, 0.521, 0.195, 1, Liver, mouse
cd34, 0.894, 0.483, 0.495, 1, SmIntestine, mouse
cd34, 0.868, 0.376, 0.602, 1, Spleen, mouse
cd34, 0.568, 0.284, 0.633, 1, Testis, mouse
cd34, 0.552, 0.410, 0.456, 1, Thymus, mouse
cd34, 0.594, 0.490, 0.746, 1, C2C12_EqS, mouse
cd34, 0.453, 0.570, 0.641, 0, C2C12, mouse
cd34, 0.688, 0.135, 0.120, 1, CH12, mouse
cd34, 0.688, 0.410, 0.611, 1, E14_WholeBrain, mouse
cd34, 0.711, 0.185, 0.493, 1, Erythroblast, mouse
cd34, 0.933, 0.485, 0.217, 1, ESBruce4, mouse
cd34, 0.791, 0.295, 0.439, 1, ES, mouse
cd34, 0.792, 0.115, 0.152, 1, G1E_ER, mouse
cd34, 0.700, 0.106, 0.471, 1, G1E, mouse
cd34, 0.281, 0.490, 0.455, 0, Lymphoblast, mouse
cd34, 0.585, 0.619, 0.808, 0, Megakaryocyte, mouse
cd34, 0.478, 0.900, 0.261, 0, MEL, mouse
cd34, 0.862, 0.152, 0.327, 1, NeuronalProgenitor_(EMTAB1822), mouse
cd34, 0.862, 0.152, 0.327, 1, NeuronalProgenitor_(GSE54016), mouse
cd34, 0.878, 0.269, 0.320, 1, Neuron, mouse
cd34, , , , NA, Lymphoblast_PMC3334567, mouse
cd34, , , 0.141, 1, GM12878, human
cd34, , , 0.329, 1, K562, human
cd34, , , 0.340, 1, H1ESC, human
cd34, , , 0.555, 1, HSMM, human
cd34, , , 0.612, 0, HUVEC, human
cd34, , , 0.123, 1, HMEC, human
cd34, , , 0.113, 0, HCC1954, human
cd34, , , 0.141, 1, PBMC, human
cd34, , , , NA, B_Cell, human
slco2b1, 0.845, 0.276, 0.203, 1, Fibroblast, mouse
slco2b1, 0.469, 0.182, 0.467, 0, Bcellcd43n, mouse
slco2b1, 0.593, 0.724, 0.647, 0, Heart, mouse
slco2b1, 0.519, 0.460, 0.661, 1, Kidney, mouse
slco2b1, 0.400, 0.747, 0.868, 0, Liver, mouse
slco2b1, 0.639, 0.698, 0.563, 0, SmIntestine, mouse
slco2b1, 0.585, 0.462, 0.748, 1, Spleen, mouse
slco2b1, 0.231, 0.303, 0.322, 0, Testis, mouse
slco2b1, 0.374, 0.384, 0.552, 0, Thymus, mouse
slco2b1, 0.966, 0.285, 0.246, 1, C2C12_EqS, mouse
slco2b1, 0.962, 0.205, 0.114, 1, C2C12, mouse
slco2b1, 0.823, 0.309, 0.341, 1, CH12, mouse
slco2b1, 0.455, 0.355, 0.354, 0, E14_WholeBrain, mouse
slco2b1, 0.845, 0.242, 0.305, 1, Erythroblast, mouse
slco2b1, 0.618, 0.124, 0.167, 1, ESBruce4, mouse
slco2b1, 0.837, 0.222, 0.301, 1, ES, mouse
slco2b1, 0.918, 0.327, 0.349, 1, G1E_ER, mouse
slco2b1, 0.862, 0.292, 0.301, 1, G1E, mouse
slco2b1, 0.540, 0.484, 0.558, 1, Lymphoblast, mouse
slco2b1, 0.859, 0.452, 0.435, 1, Megakaryocyte, mouse
slco2b1, 0.915, 0.352, 0.359, 1, MEL, mouse
slco2b1, 0.790, 0.192, 0.231, 1, NeuronalProgenitor_(EMTAB1822), mouse
slco2b1, 0.790, 0.192, 0.231, 1, NeuronalProgenitor_(GSE54016), mouse
slco2b1, 0.801, 0.156, 0.218, 1, Neuron, mouse
slco2b1, , , , NA, Lymphoblast_PMC3334567, mouse
slco2b1, , , 0.340, 1, GM12878, human
slco2b1, , , 0.569, 1, K562, human
slco2b1, , , 0.134, 1, H1ESC, human
slco2b1, , , 0.275, 1, HSMM, human
slco2b1, , , 0.164, 1, HUVEC, human
slco2b1, , , 0.123, 1, HMEC, human
slco2b1, , , 0.113, 1, HCC1954, human
slco2b1, , , 0.340, 1, PBMC, human
slco2b1, , , , NA, B_Cell, human
eml4, 0.226, 0.689, 0.621, 0, Fibroblast, mouse
eml4, 0.469, 0.855, 0.872, 0, Bcellcd43n, mouse
eml4, 0.448, 0.806, 0.223, 0, Heart, mouse
eml4, 0.815, 0.741, 0.509, 0, Kidney, mouse
eml4, 0.241, 0.789, 0.588, 0, Liver, mouse
eml4, 0.194, 0.811, 0.682, 0, SmIntestine, mouse
eml4, 0.393, 0.846, 0.724, 0, Spleen, mouse
eml4, 0.443, 0.812, 0.645, 0, Testis, mouse
eml4, 0.546, 0.765, 0.639, 0, Thymus, mouse
eml4, 0.291, 0.759, 0.517, 0, C2C12_EqS, mouse
eml4, 0.254, 0.639, 0.553, 0, C2C12, mouse
eml4, 0.216, 0.743, 0.705, 0, CH12, mouse
eml4, 0.302, 0.712, 0.684, 0, E14_WholeBrain, mouse
eml4, 0.410, 0.567, 0.418, 0, Erythroblast, mouse
eml4, 0.274, 0.845, 0.803, 0, ESBruce4, mouse
eml4, 0.138, 0.739, 0.701, 0, ES, mouse
eml4, 0.355, 0.627, 0.562, 0, G1E_ER, mouse
eml4, 0.310, 0.626, 0.602, 0, G1E, mouse
eml4, 0.399, 0.728, 0.829, 0, Lymphoblast, mouse
eml4, 0.272, 0.621, 0.536, 0, Megakaryocyte, mouse
eml4, 0.160, 0.859, 0.682, 0, MEL, mouse
eml4, 0.110, 0.673, 0.660, 0, NeuronalProgenitor_(EMTAB1822), mouse
eml4, 0.110, 0.673, 0.660, 0, NeuronalProgenitor_(GSE54016), mouse
eml4, 0.178, 0.587, 0.629, 0, Neuron, mouse
eml4, , , , NA, Lymphoblast_PMC3334567, mouse
eml4, , , 0.896, 0, GM12878, human
eml4, , , 0.822, 0, K562, human
eml4, , , 0.933, 0, H1ESC, human
eml4, , , 0.750, 0, HSMM, human
eml4, , , 0.833, 0, HUVEC, human
eml4, , , 0.752, 0, HMEC, human
eml4, , , 0.843, 0, HCC1954, human
eml4, , , 0.896, 0, PBMC, human
eml4, , , , NA, B_Cell, human
shc3, 0.905, 0.220, 0.203, 1, Fibroblast, mouse
shc3, 0.659, 0.137, 0.236, 1, Bcellcd43n, mouse
shc3, 0.792, 0.306, 0.223, 1, Heart, mouse
shc3, 0.758, 0.231, 0.418, 1, Kidney, mouse
shc3, 0.873, 0.180, 0.394, 1, Liver, mouse
shc3, 0.847, 0.171, 0.195, 1, SmIntestine, mouse
shc3, 0.809, 0.136, 0.442, 1, Spleen, mouse
shc3, 0.556, 0.226, 0.249, 1, Testis, mouse
shc3, 0.855, 0.217, 0.290, 1, Thymus, mouse
shc3, 0.905, 0.202, 0.288, 1, C2C12_EqS, mouse
shc3, 0.917, 0.196, 0.322, 1, C2C12, mouse
shc3, 0.727, 0.312, 0.301, 1, CH12, mouse
shc3, 0.664, 0.527, 0.388, 1, E14_WholeBrain, mouse
shc3, 0.674, 0.133, 0.354, 1, Erythroblast, mouse
shc3, 0.729, 0.210, 0.234, 1, ESBruce4, mouse
shc3, 0.722, 0.176, 0.247, 1, ES, mouse
shc3, 0.608, 0.155, 0.310, 1, G1E_ER, mouse
shc3, 0.491, 0.199, 0.217, 1, G1E, mouse
shc3, 0.850, 0.182, 0.154, 1, Lymphoblast, mouse
shc3, 0.700, 0.159, 0.312, 1, Megakaryocyte, mouse
shc3, 0.610, 0.092, 0.334, 1, MEL, mouse
shc3, 0.819, 0.160, 0.242, 1, NeuronalProgenitor_(EMTAB1822), mouse
shc3, 0.819, 0.160, 0.242, 1, NeuronalProgenitor_(GSE54016), mouse
shc3, 0.563, 0.619, 0.429, 0, Neuron, mouse
shc3, , , , NA, Lymphoblast_PMC3334567, mouse
shc3, , , 0.288, 1, GM12878, human
shc3, , , 0.152, 1, K562, human
shc3, , , 0.509, 1, H1ESC, human
shc3, , , 0.344, 1, HSMM, human
shc3, , , 0.538, 1, HUVEC, human
shc3, , , 0.123, 1, HMEC, human
shc3, , , 0.363, 0, HCC1954, human
shc3, , , 0.288, 1, PBMC, human
shc3, , , , NA, B_Cell, human
lyn, , , , NA, Fibroblast, mouse
lyn, 0.335, 0.862, 0.910, 0, Bcellcd43n, mouse
lyn, 0.308, 0.839, 0.657, 0, Heart, mouse
lyn, 0.341, 0.529, 0.565, 0, Kidney, mouse
lyn, 0.265, 0.698, 0.706, 0, Liver, mouse
lyn, 0.110, 0.623, 0.705, 0, SmIntestine, mouse
lyn, 0.167, 0.750, 0.861, 0, Spleen, mouse
lyn, 0.453, 0.230, 0.366, 0, Testis, mouse
lyn, 0.566, 0.480, 0.532, 1, Thymus, mouse
lyn, 0.463, 0.547, 0.486, 0, C2C12_EqS, mouse
lyn, 0.428, 0.536, 0.521, 0, C2C12, mouse
lyn, 0.336, 0.667, 0.659, 0, CH12, mouse
lyn, 0.682, 0.219, 0.564, 1, E14_WholeBrain, mouse
lyn, 0.307, 0.462, 0.492, 0, Erythroblast, mouse
lyn, 0.737, 0.215, 0.407, 1, ESBruce4, mouse
lyn, 0.698, 0.265, 0.374, 1, ES, mouse
lyn, 0.676, 0.589, 0.549, 1, G1E_ER, mouse
lyn, 0.691, 0.537, 0.507, 1, G1E, mouse
lyn, 0.329, 0.704, 0.950, 0, Lymphoblast, mouse
lyn, 0.098, 0.788, 0.776, 0, Megakaryocyte, mouse
lyn, 0.162, 0.717, 0.662, 0, MEL, mouse
lyn, 0.633, 0.223, 0.418, 1, NeuronalProgenitor_(EMTAB1822), mouse
lyn, 0.633, 0.223, 0.418, 1, NeuronalProgenitor_(GSE54016), mouse
lyn, 0.638, 0.231, 0.389, 1, Neuron, mouse
lyn, , , , NA, Lymphoblast_PMC3334567, mouse
lyn, , , 0.939, 0, GM12878, human
lyn, , , 0.858, 0, K562, human
lyn, , , 0.805, 0, H1ESC, human
lyn, , , 0.557, 0, HSMM, human
lyn, , , 0.645, 0, HUVEC, human
lyn, , , 0.710, 0, HMEC, human
lyn, , , 0.562, 0, HCC1954, human
lyn, , , 0.939, 0, PBMC, human
lyn, , , , NA, B_Cell, human
tarbp1, , , 0.762, 0, GM12878, human
tarbp1, , , 0.678, 0, K562, human
tarbp1, , , 0.604, 0, H1ESC, human
tarbp1, , , 0.521, 0, HSMM, human
tarbp1, , , 0.633, 0, HUVEC, human
tarbp1, , , 0.600, 0, HMEC, human
tarbp1, , , 0.763, 0, HCC1954, human
tarbp1, , , 0.762, 0, PBMC, human
tarbp1, , , , NA, B_Cell, human
ctnnal1, 0.535, 0.507, 0.461, 1, Fibroblast, mouse
ctnnal1, 0.497, 0.558, 0.518, 1, Bcellcd43n, mouse
ctnnal1, 0.608, 0.636, 0.589, 0, Heart, mouse
ctnnal1, 0.359, 0.704, 0.567, 0, Kidney, mouse
ctnnal1, 0.538, 0.635, 0.411, 0, Liver, mouse
ctnnal1, 0.461, 0.621, 0.467, 0, SmIntestine, mouse
ctnnal1, 0.270, 0.531, 0.205, 0, Spleen, mouse
ctnnal1, 0.364, 0.479, 0.510, 0, Testis, mouse
ctnnal1, 0.480, 0.503, 0.428, 1, Thymus, mouse
ctnnal1, 0.451, 0.571, 0.539, 0, C2C12_EqS, mouse
ctnnal1, 0.402, 0.728, 0.683, 0, C2C12, mouse
ctnnal1, 0.497, 0.557, 0.520, 1, CH12, mouse
ctnnal1, 0.350, 0.715, 0.577, 0, E14_WholeBrain, mouse
ctnnal1, 0.373, 0.638, 0.537, 0, Erythroblast, mouse
ctnnal1, 0.207, 0.807, 0.784, 0, ESBruce4, mouse
ctnnal1, 0.265, 0.781, 0.794, 0, ES, mouse
ctnnal1, 0.538, 0.615, 0.521, 0, G1E_ER, mouse
ctnnal1, 0.552, 0.609, 0.568, 1, G1E, mouse
ctnnal1, 0.855, 0.276, 0.405, 1, Lymphoblast, mouse
ctnnal1, 0.369, 0.774, 0.660, 0, Megakaryocyte, mouse
ctnnal1, 0.398, 0.515, 0.477, 0, MEL, mouse
ctnnal1, 0.328, 0.671, 0.643, 0, NeuronalProgenitor_(EMTAB1822), mouse
ctnnal1, 0.328, 0.671, 0.643, 0, NeuronalProgenitor_(GSE54016), mouse
ctnnal1, 0.170, 0.731, 0.634, 0, Neuron, mouse
ctnnal1, , , , NA, Lymphoblast_PMC3334567, mouse
ctnnal1, , , 0.818, 0, GM12878, human
ctnnal1, , , 0.894, 0, K562, human
ctnnal1, , , 0.930, 0, H1ESC, human
ctnnal1, , , 0.799, 0, HSMM, human
ctnnal1, , , 0.974, 0, HUVEC, human
ctnnal1, , , 0.934, 0, HMEC, human
ctnnal1, , , 0.674, 0, HCC1954, human
ctnnal1, , , 0.818, 0, PBMC, human
ctnnal1, , , , NA, B_Cell, human
sipa1l3, 0.223, 0.714, 0.568, 0, Fibroblast, mouse
sipa1l3, 0.202, 0.616, 0.561, 0, Bcellcd43n, mouse
sipa1l3, 0.622, 0.426, 0.526, 1, Heart, mouse
sipa1l3, 0.135, 0.539, 0.525, 0, Kidney, mouse
sipa1l3, 0.398, 0.551, 0.629, 0, Liver, mouse
sipa1l3, 0.147, 0.731, 0.683, 0, SmIntestine, mouse
sipa1l3, 0.213, 0.638, 0.544, 0, Spleen, mouse
sipa1l3, 0.105, 0.588, 0.569, 0, Testis, mouse
sipa1l3, 0.263, 0.606, 0.558, 0, Thymus, mouse
sipa1l3, 0.280, 0.688, 0.552, 0, C2C12_EqS, mouse
sipa1l3, 0.376, 0.736, 0.623, 0, C2C12, mouse
sipa1l3, 0.376, 0.569, 0.473, 0, CH12, mouse
sipa1l3, 0.488, 0.571, 0.452, 1, E14_WholeBrain, mouse
sipa1l3, 0.351, 0.632, 0.710, 0, Erythroblast, mouse
sipa1l3, 0.148, 0.527, 0.540, 0, ESBruce4, mouse
sipa1l3, 0.350, 0.658, 0.540, 0, ES, mouse
sipa1l3, 0.403, 0.653, 0.672, 0, G1E_ER, mouse
sipa1l3, 0.450, 0.703, 0.645, 0, G1E, mouse
sipa1l3, 0.254, 0.638, 0.670, 0, Lymphoblast, mouse
sipa1l3, 0.671, 0.575, 0.745, 1, Megakaryocyte, mouse
sipa1l3, 0.264, 0.608, 0.586, 0, MEL, mouse
sipa1l3, 0.388, 0.618, 0.532, 0, NeuronalProgenitor_(EMTAB1822), mouse
sipa1l3, 0.388, 0.618, 0.532, 0, NeuronalProgenitor_(GSE54016), mouse
sipa1l3, 0.406, 0.678, 0.545, 0, Neuron, mouse
sipa1l3, , , , NA, Lymphoblast_PMC3334567, mouse
sipa1l3, , , 0.756, 0, GM12878, human
sipa1l3, , , 0.482, 1, K562, human
sipa1l3, , , 0.674, 0, H1ESC, human
sipa1l3, , , 0.757, 0, HSMM, human
sipa1l3, , , 0.663, 0, HUVEC, human
sipa1l3, , , 0.608, 0, HMEC, human
sipa1l3, , , 0.709, 0, HCC1954, human
sipa1l3, , , 0.756, 0, PBMC, human
sipa1l3, , , , NA, B_Cell, human
pygo2, 0.357, 0.763, 0.942, 0, Fibroblast, mouse
pygo2, 0.445, 0.682, 0.950, 0, Bcellcd43n, mouse
pygo2, 0.071, 0.739, 0.799, 0, Heart, mouse
pygo2, 0.319, 0.745, 0.850, 0, Kidney, mouse
pygo2, 0.172, 0.653, 0.817, 0, Liver, mouse
pygo2, 0.132, 0.817, 0.858, 0, SmIntestine, mouse
pygo2, 0.298, 0.781, 0.942, 0, Spleen, mouse
pygo2, 0.193, 0.809, 0.821, 0, Testis, mouse
pygo2, 0.769, 0.778, 0.916, 0, Thymus, mouse
pygo2, 0.214, 0.728, 0.962, 0, C2C12_EqS, mouse
pygo2, 0.052, 0.723, 0.962, 0, C2C12, mouse
pygo2, 0.032, 0.854, 0.909, 0, CH12, mouse
pygo2, 0.278, 0.782, 0.919, 0, E14_WholeBrain, mouse
pygo2, 0.395, 0.903, 0.941, 0, Erythroblast, mouse
pygo2, 0.047, 0.731, 0.929, 0, ESBruce4, mouse
pygo2, 0.347, 0.849, 0.948, 0, ES, mouse
pygo2, 0.143, 0.920, 0.928, 0, G1E_ER, mouse
pygo2, 0.376, 0.935, 0.944, 0, G1E, mouse
pygo2, 0.194, 0.744, 0.781, 0, Lymphoblast, mouse
pygo2, 0.352, 0.906, 0.965, 0, Megakaryocyte, mouse
pygo2, 0.291, 0.807, 0.936, 0, MEL, mouse
pygo2, 0.338, 0.842, 0.961, 0, NeuronalProgenitor_(EMTAB1822), mouse
pygo2, 0.338, 0.842, 0.961, 0, NeuronalProgenitor_(GSE54016), mouse
pygo2, 0.051, 0.937, 0.949, 0, Neuron, mouse
pygo2, , , , NA, Lymphoblast_PMC3334567, mouse
pygo2, , , 0.656, 0, GM12878, human
pygo2, , , 0.680, 0, K562, human
pygo2, , , 0.624, 0, H1ESC, human
pygo2, , , 0.757, 0, HSMM, human
pygo2, , , 0.515, 0, HUVEC, human
pygo2, , , 0.628, 0, HMEC, human
pygo2, , , 0.832, 0, HCC1954, human
pygo2, , , 0.656, 0, PBMC, human
pygo2, , , , NA, B_Cell, human
cep57, 0.091, 0.677, 0.748, 0, Fibroblast, mouse
cep57, 0.582, 0.911, 0.855, 0, Bcellcd43n, mouse
cep57, 0.194, 0.916, 0.673, 0, Heart, mouse
cep57, 0.830, 0.975, 0.719, 0, Kidney, mouse
cep57, 0.429, 0.949, 0.652, 0, Liver, mouse
cep57, 0.550, 0.951, 0.681, 0, SmIntestine, mouse
cep57, 0.650, 0.975, 0.785, 0, Spleen, mouse
cep57, 0.377, 0.909, 0.941, 0, Testis, mouse
cep57, 0.123, 0.910, 0.830, 0, Thymus, mouse
cep57, 0.138, 0.953, 0.610, 0, C2C12_EqS, mouse
cep57, 0.100, 0.869, 0.691, 0, C2C12, mouse
cep57, 0.042, 0.835, 0.805, 0, CH12, mouse
cep57, 0.234, 0.887, 0.832, 0, E14_WholeBrain, mouse
cep57, 0.136, 0.952, 0.819, 0, Erythroblast, mouse
cep57, 0.340, 0.991, 0.872, 0, ESBruce4, mouse
cep57, 0.085, 0.937, 0.855, 0, ES, mouse
cep57, 0.165, 0.905, 0.788, 0, G1E_ER, mouse
cep57, 0.048, 0.820, 0.790, 0, G1E, mouse
cep57, 0.417, 0.939, 0.849, 0, Lymphoblast, mouse
cep57, 0.111, 0.874, 0.602, 0, Megakaryocyte, mouse
cep57, 0.332, 0.899, 0.956, 0, MEL, mouse
cep57, 0.097, 0.922, 0.840, 0, NeuronalProgenitor_(EMTAB1822), mouse
cep57, 0.097, 0.922, 0.840, 0, NeuronalProgenitor_(GSE54016), mouse
cep57, 0.056, 0.801, 0.711, 0, Neuron, mouse
cep57, , , , NA, Lymphoblast_PMC3334567, mouse
cep57, , , 0.928, 0, GM12878, human
cep57, , , 0.910, 0, K562, human
cep57, , , 0.937, 0, H1ESC, human
cep57, , , 0.727, 0, HSMM, human
cep57, , , 0.845, 0, HUVEC, human
cep57, , , 0.747, 0, HMEC, human
cep57, , , 0.834, 0, HCC1954, human
cep57, , , 0.928, 0, PBMC, human
cep57, , , , NA, B_Cell, human
laptm5, 0.795, 0.269, 0.203, 1, Fibroblast, mouse
laptm5, 0.218, 0.901, 0.981, 0, Bcellcd43n, mouse
laptm5, 0.715, 0.269, 0.887, 1, Heart, mouse
laptm5, 0.485, 0.173, 0.725, 1, Kidney, mouse
laptm5, 0.744, 0.403, 0.792, 1, Liver, mouse
laptm5, 0.531, 0.516, 0.699, 1, SmIntestine, mouse
laptm5, 0.254, 0.860, 0.988, 0, Spleen, mouse
laptm5, 0.433, 0.313, 0.380, 0, Testis, mouse
laptm5, 0.185, 0.836, 0.986, 0, Thymus, mouse
laptm5, 0.865, 0.058, 0.328, 1, C2C12_EqS, mouse
laptm5, 0.910, 0.368, 0.360, 1, C2C12, mouse
laptm5, 0.348, 0.982, 0.981, 0, CH12, mouse
laptm5, 0.646, 0.368, 0.516, 1, E14_WholeBrain, mouse
laptm5, 0.657, 0.478, 0.914, 1, Erythroblast, mouse
laptm5, 0.369, 0.687, 0.762, 0, ESBruce4, mouse
laptm5, 0.564, 0.632, 0.783, 0, ES, mouse
laptm5, 0.467, 0.862, 0.985, 0, G1E_ER, mouse
laptm5, 0.450, 0.964, 0.991, 0, G1E, mouse
laptm5, 0.662, 0.824, 0.995, 0, Lymphoblast, mouse
laptm5, 0.333, 0.986, 0.999, 0, Megakaryocyte, mouse
laptm5, 0.327, 0.864, 0.948, 0, MEL, mouse
laptm5, 0.692, 0.412, 0.371, 1, NeuronalProgenitor_(EMTAB1822), mouse
laptm5, 0.692, 0.412, 0.371, 1, NeuronalProgenitor_(GSE54016), mouse
laptm5, 0.884, 0.153, 0.236, 1, Neuron, mouse
laptm5, , , , NA, Lymphoblast_PMC3334567, mouse
laptm5, , , 0.989, 0, GM12878, human
laptm5, , , 0.836, 0, K562, human
laptm5, , , 0.134, 1, H1ESC, human
laptm5, , , 0.878, 1, HSMM, human
laptm5, , , 0.779, 0, HUVEC, human
laptm5, , , 0.440, 0, HMEC, human
laptm5, , , 0.329, 0, HCC1954, human
laptm5, , , 0.989, 0, PBMC, human
laptm5, , , , NA, B_Cell, human
snord47, 0.174, 0.499, 0.987, 0, Fibroblast, mouse
snord47, 0.009, 0.997, 0.999, 0, Bcellcd43n, mouse
snord47, 0.014, 0.998, 0.223, 0, Heart, mouse
snord47, , , , NA, Kidney, mouse
snord47, 0.013, 0.992, 0.976, 0, Liver, mouse
snord47, , , , NA, SmIntestine, mouse
snord47, , , , NA, Spleen, mouse
snord47, 0.859, 0.975, 0.117, 0, Testis, mouse
snord47, , , , NA, Thymus, mouse
snord47, 0.849, 0.984, 0.826, 0, C2C12_EqS, mouse
snord47, 0.005, 0.996, 0.944, 0, C2C12, mouse
snord47, 0.715, 0.990, 0.973, 0, CH12, mouse
snord47, 0.841, 0.997, 0.986, 0, E14_WholeBrain, mouse
snord47, 0.662, 0.998, 0.112, 0, Erythroblast, mouse
snord47, , , , NA, ESBruce4, mouse
snord47, 0.012, 0.007, 0.994, 0, ES, mouse
snord47, 0.164, 0.782, 0.822, 0, G1E_ER, mouse
snord47, 0.365, 0.872, 0.856, 0, G1E, mouse
snord47, 0.083, 0.642, 0.652, 0, Lymphoblast, mouse
snord47, 0.199, 0.958, 0.134, 0, Megakaryocyte, mouse
snord47, , , , NA, MEL, mouse
snord47, 0.013, 0.005, 0.980, 0, NeuronalProgenitor_(EMTAB1822), mouse
snord47, 0.013, 0.005, 0.980, 0, NeuronalProgenitor_(GSE54016), mouse
snord47, 0.018, 0.004, 0.972, 0, Neuron, mouse
snord47, , , , NA, Lymphoblast_PMC3334567, mouse
snord47, , , 1.000, 0, GM12878, human
snord47, , , 1.000, 0, K562, human
snord47, , , 1.000, NA, H1ESC, human
snord47, , , 0.118, 0, HSMM, human
snord47, , , 1.000, 0, HUVEC, human
snord47, , , 0.995, NA, HMEC, human
snord47, , , 0.996, 0, HCC1954, human
snord47, , , 1.000, NA, PBMC, human
snord47, , , , NA, B_Cell, human
fam45a, 0.682, 0.986, 0.793, 0, Fibroblast, mouse
fam45a, 0.717, 0.953, 0.704, 0, Bcellcd43n, mouse
fam45a, 0.309, 0.963, 0.619, 0, Heart, mouse
fam45a, 0.690, 0.981, 0.724, 0, Kidney, mouse
fam45a, 0.113, 0.972, 0.627, 0, Liver, mouse
fam45a, 0.099, 0.967, 0.753, 0, SmIntestine, mouse
fam45a, 0.613, 0.983, 0.735, 0, Spleen, mouse
fam45a, 0.657, 0.939, 0.839, 0, Testis, mouse
fam45a, 0.774, 0.988, 0.681, 0, Thymus, mouse
fam45a, 0.417, 0.928, 0.627, 0, C2C12_EqS, mouse
fam45a, 0.124, 0.835, 0.626, 0, C2C12, mouse
fam45a, 0.200, 0.812, 0.674, 0, CH12, mouse
fam45a, 0.186, 0.937, 0.726, 0, E14_WholeBrain, mouse
fam45a, 0.140, 0.930, 0.626, 0, Erythroblast, mouse
fam45a, 0.293, 0.961, 0.748, 0, ESBruce4, mouse
fam45a, 0.108, 0.728, 0.630, 0, ES, mouse
fam45a, 0.246, 0.876, 0.698, 0, G1E_ER, mouse
fam45a, 0.093, 0.739, 0.631, 0, G1E, mouse
fam45a, 0.083, 0.933, 0.795, 0, Lymphoblast, mouse
fam45a, 0.048, 0.832, 0.487, 0, Megakaryocyte, mouse
fam45a, 0.101, 0.870, 0.707, 0, MEL, mouse
fam45a, 0.085, 0.754, 0.580, 0, NeuronalProgenitor_(EMTAB1822), mouse
fam45a, 0.085, 0.754, 0.580, 0, NeuronalProgenitor_(GSE54016), mouse
fam45a, 0.163, 0.744, 0.627, 0, Neuron, mouse
fam45a, , , , NA, Lymphoblast_PMC3334567, mouse
fam45a, , , 0.588, 0, GM12878, human
fam45a, , , 0.555, 0, K562, human
fam45a, , , 0.796, 0, H1ESC, human
fam45a, , , 0.599, 0, HSMM, human
fam45a, , , 0.718, 0, HUVEC, human
fam45a, , , 0.676, 0, HMEC, human
fam45a, , , 0.704, 0, HCC1954, human
fam45a, , , 0.588, 0, PBMC, human
fam45a, , , , NA, B_Cell, human
pcdh12, 0.737, 0.143, 0.203, 1, Fibroblast, mouse
pcdh12, 0.858, 0.200, 0.382, 1, Bcellcd43n, mouse
pcdh12, 0.515, 0.769, 0.711, 0, Heart, mouse
pcdh12, 0.529, 0.506, 0.503, 1, Kidney, mouse
pcdh12, 0.568, 0.539, 0.428, 1, Liver, mouse
pcdh12, 0.841, 0.440, 0.231, 1, SmIntestine, mouse
pcdh12, 0.825, 0.500, 0.449, 1, Spleen, mouse
pcdh12, 0.746, 0.528, 0.501, 1, Testis, mouse
pcdh12, 0.824, 0.201, 0.231, 1, Thymus, mouse
pcdh12, 0.691, 0.255, 0.291, 1, C2C12_EqS, mouse
pcdh12, 0.656, 0.371, 0.260, 1, C2C12, mouse
pcdh12, 0.858, 0.374, 0.327, 1, CH12, mouse
pcdh12, 0.551, 0.426, 0.452, 1, E14_WholeBrain, mouse
pcdh12, 0.939, 0.520, 0.399, 1, Erythroblast, mouse
pcdh12, 0.552, 0.153, 0.306, 1, ESBruce4, mouse
pcdh12, 0.711, 0.391, 0.234, 1, ES, mouse
pcdh12, 0.971, 0.407, 0.391, 1, G1E_ER, mouse
pcdh12, 0.947, 0.416, 0.095, 1, G1E, mouse
pcdh12, 0.199, 0.568, 0.459, 0, Lymphoblast, mouse
pcdh12, 0.910, 0.263, 0.347, 1, Megakaryocyte, mouse
pcdh12, 0.851, 0.406, 0.350, 1, MEL, mouse
pcdh12, 0.563, 0.279, 0.336, 1, NeuronalProgenitor_(EMTAB1822), mouse
pcdh12, 0.563, 0.279, 0.336, 1, NeuronalProgenitor_(GSE54016), mouse
pcdh12, 0.726, 0.239, 0.287, 1, Neuron, mouse
pcdh12, , , , NA, Lymphoblast_PMC3334567, mouse
pcdh12, , , 0.373, 1, GM12878, human
pcdh12, , , 0.312, 1, K562, human
pcdh12, , , 0.317, 1, H1ESC, human
pcdh12, , , 0.292, 1, HSMM, human
pcdh12, , , 0.652, 0, HUVEC, human
pcdh12, , , 0.301, 0, HMEC, human
